model,method,budget,task,task_type,quant_ratio,evict_ratio
Qwen3-8B,AKCB,512,longbench_gov_report,LongBench,0.12608302097337593,0.9543038703372321
Qwen3-8B,AKCB,512,longbench_hotpotqa,LongBench,0.16616142238534728,0.9632476975974618
Qwen3-8B,AKCB,512,longbench_lcc,LongBench,0.1749554394766085,0.8397806998328963
Qwen3-8B,AKCB,512,longbench_lsht,LongBench,0.1841072492582665,0.9604950464491837
Qwen3-8B,AKCB,512,longbench_multi_news,LongBench,0.11805273166259846,0.8288326688898361
Qwen3-8B,AKCB,512,longbench_multifieldqa_en,LongBench,0.1396009843943397,0.937548282171173
Qwen3-8B,AKCB,512,longbench_multifieldqa_zh,LongBench,0.12473483188698294,0.877739372339727
Qwen3-8B,AKCB,512,longbench_musique,LongBench,0.21273873568726756,0.9688163300109326
Qwen3-8B,AKCB,512,longbench_narrativeqa,LongBench,0.1496313984492235,0.9817979177813368
Qwen3-8B,AKCB,512,longbench_passage_count,LongBench,0.09259615397090983,0.9682406761262309
Qwen3-8B,AKCB,512,longbench_passage_retrieval_en,LongBench,0.1498856596450878,0.9604722485461777
Qwen3-8B,AKCB,512,longbench_passage_retrieval_zh,LongBench,0.15283993761043585,0.8925182634981946
Qwen3-8B,AKCB,512,longbench_qasper,LongBench,0.1676391757680049,0.9143877132991665
Qwen3-8B,AKCB,512,longbench_qmsum,LongBench,0.2179422259383929,0.9658414462678278
Qwen3-8B,AKCB,512,longbench_repobench-p,LongBench,0.19430286737683575,0.9555853195601559
Qwen3-8B,AKCB,512,longbench_samsum,LongBench,0.17544711579435848,0.9484906865728701
Qwen3-8B,AKCB,512,longbench_trec,LongBench,0.1899222133639253,0.9172752536676791
Qwen3-8B,AKCB,512,longbench_triviaqa,LongBench,0.2056031503103053,0.9569232969663316
Qwen3-8B,AKCB,512,longbench_vcsum,LongBench,0.1489373354953898,0.9480836846388039
Qwen3-8B,AKCB,512,stem,MMLU,0.1596110829045538,0.8999358964336528
Qwen3-8B,AKCB,512,other,MMLU,0.12044841809200929,0.8691962209970723
Qwen3-8B,AKCB,512,social sciences,MMLU,0.14509218536577842,0.8615175726627033
Qwen3-8B,AKCB,512,humanities,MMLU,0.15022531185875598,0.932644872722489
Qwen3-8B,AKCB,1024,commonsense_qa,CommonQA,0.0,0.0
Qwen3-8B,AKCB,1024,gsm8k,GSM8K,0.12561200613367515,0.091570841161847
Qwen3-8B,AKCB,1024,longbench_2wikimqa,LongBench,0.17572558352917653,0.8659984034966042
Qwen3-8B,AKCB,1024,longbench_dureader,LongBench,0.20845543997274335,0.9047302279171134
Qwen3-8B,AKCB,1024,longbench_gov_report,LongBench,0.12608302097337593,0.9086087602608756
Qwen3-8B,AKCB,1024,longbench_hotpotqa,LongBench,0.16616142238534728,0.9264953951949236
Qwen3-8B,AKCB,1024,longbench_lcc,LongBench,0.1749554394766085,0.6795583914081594
Qwen3-8B,AKCB,1024,longbench_lsht,LongBench,0.1841072492582665,0.9209928361180015
Qwen3-8B,AKCB,1024,longbench_multi_news,LongBench,0.11805273166259846,0.6576653377796722
Qwen3-8B,AKCB,1024,longbench_multifieldqa_en,LongBench,0.1396009843943397,0.8750960564995182
Qwen3-8B,AKCB,1024,longbench_multifieldqa_zh,LongBench,0.12473483188698294,0.7554831237986079
Qwen3-8B,AKCB,1024,longbench_musique,LongBench,0.21273873568726756,0.9376326600218651
Qwen3-8B,AKCB,1024,longbench_narrativeqa,LongBench,0.1496313984492235,0.9635958355626737
Qwen3-8B,AKCB,1024,longbench_passage_count,LongBench,0.09259615397090983,0.9364813522524618
Qwen3-8B,AKCB,1024,longbench_passage_retrieval_en,LongBench,0.1498856596450878,0.9209444970923556
Qwen3-8B,AKCB,1024,longbench_passage_retrieval_zh,LongBench,0.15283993761043585,0.7850365269963893
Qwen3-8B,AKCB,1024,longbench_qasper,LongBench,0.1676391757680049,0.8289370374701391
Qwen3-8B,AKCB,1024,longbench_qmsum,LongBench,0.2179422259383929,0.9316828925356555
Qwen3-8B,AKCB,1024,longbench_repobench-p,LongBench,0.19430286737683575,0.9111705620630637
Qwen3-8B,AKCB,1024,longbench_samsum,LongBench,0.17544711579435848,0.8969948447126871
Qwen3-8B,AKCB,1024,longbench_trec,LongBench,0.1899222133639253,0.8345458291087853
Qwen3-8B,AKCB,1024,longbench_triviaqa,LongBench,0.2056031503103053,0.9138465939326632
Qwen3-8B,AKCB,1024,longbench_vcsum,LongBench,0.1489373354953898,0.8961663164138847
Qwen3-8B,AKCB,1024,stem,MMLU,0.1596110829045538,0.7998717928673056
Qwen3-8B,AKCB,1024,other,MMLU,0.12044841809200929,0.7383924419941446
Qwen3-8B,AKCB,1024,social sciences,MMLU,0.14509218536577842,0.7230351453254067
Qwen3-8B,AKCB,1024,humanities,MMLU,0.15022531185875598,0.8652897454449779
Qwen3-8B,AKCB,2048,commonsense_qa,CommonQA,0.0,0.0
Qwen3-8B,AKCB,2048,gsm8k,GSM8K,0.12376766471729754,0.0
Qwen3-8B,AKCB,2048,longbench_2wikimqa,LongBench,0.17572558352917653,0.7319968069932083
Qwen3-8B,AKCB,2048,longbench_dureader,LongBench,0.20845543997274335,0.8094591262844995
Qwen3-8B,AKCB,2048,longbench_gov_report,LongBench,0.12608302097337593,0.8172175205217511
Qwen3-8B,AKCB,2048,longbench_hotpotqa,LongBench,0.16616142238534728,0.8529907903898472
Qwen3-8B,AKCB,2048,longbench_lcc,LongBench,0.1749554394766085,0.35911878833395916
Qwen3-8B,AKCB,2048,longbench_lsht,LongBench,0.1841072492582665,0.8419783568989796
Qwen3-8B,AKCB,2048,longbench_multi_news,LongBench,0.11805273166259846,0.3153306755593444
Qwen3-8B,AKCB,2048,longbench_multifieldqa_en,LongBench,0.1396009843943397,0.750193128684692
Qwen3-8B,AKCB,2048,longbench_multifieldqa_zh,LongBench,0.12473483188698294,0.5109779247603242
Qwen3-8B,AKCB,2048,longbench_musique,LongBench,0.21273873568726756,0.8752653200437303
Qwen3-8B,AKCB,2048,longbench_narrativeqa,LongBench,0.1496313984492235,0.9271916711253473
Qwen3-8B,AKCB,2048,longbench_passage_count,LongBench,0.09259615397090983,0.8729627045049236
Qwen3-8B,AKCB,2048,longbench_passage_retrieval_en,LongBench,0.1498856596450878,0.8418889941847112
Qwen3-8B,AKCB,2048,longbench_passage_retrieval_zh,LongBench,0.15283993761043585,0.5700662849465469
Qwen3-8B,AKCB,2048,longbench_qasper,LongBench,0.1676391757680049,0.6578740749402784
Qwen3-8B,AKCB,2048,longbench_qmsum,LongBench,0.2179422259383929,0.863365785071311
Qwen3-8B,AKCB,2048,longbench_repobench-p,LongBench,0.19430286737683575,0.8223414323548521
Qwen3-8B,AKCB,2048,longbench_samsum,LongBench,0.17544711579435848,0.7938880977421287
Qwen3-8B,AKCB,2048,longbench_trec,LongBench,0.1899222133639253,0.6691932142611968
Qwen3-8B,AKCB,2048,longbench_triviaqa,LongBench,0.2056031503103053,0.8276924630176115
Qwen3-8B,AKCB,2048,longbench_vcsum,LongBench,0.1489373354953898,0.7923336856968305
Qwen3-8B,AKCB,2048,stem,MMLU,0.1596110829045538,0.5997435857346113
Qwen3-8B,AKCB,2048,other,MMLU,0.12044841809200929,0.476784883988289
Qwen3-8B,AKCB,2048,social sciences,MMLU,0.14509218536577842,0.4460702906508133
Qwen3-8B,AKCB,2048,humanities,MMLU,0.15022531185875598,0.7305794908899559
